term,code
"dendritic cell sarcoma, interdigitating",C04.557.227.199
"dendritic cell sarcoma, follicular",C04.557.227.190
histiocytic sarcoma,C04.557.227.380
langerhans cell sarcoma,C04.557.227.500
osteophyte,C05.116.540.310.800
malignant atrophic papulosis,C14.907.137.520
jacobsen distal 11q deletion syndrome,C15.378.140.855.440
wolf-hirschhorn syndrome,C16.131.077.944
aspartylglucosaminuria,C16.320.565.595.100
antley-bixler syndrome phenotype,C05.116.099.370.894.115
extensively drug-resistant tuberculosis,C01.150.252.410.040.552.846.775.500
primary dysautonomias,C10.177.575
pure autonomic failure,C10.177.575.650
orthostatic intolerance,C10.177.575.600
postural orthostatic tachycardia syndrome,C10.177.575.600.625
perivascular epithelioid cell neoplasms,C04.557.450.692
pallister-hall syndrome,C04.445.622
idiopathic interstitial pneumonias,C08.381.483.652.500.750
nephrogenic fibrosing dermopathy,C17.800.553
idiopathic pulmonary fibrosis,C08.381.483.652.500
anthracosis,C08.381.483.581.062
spondylosis,C05.116.900.938
posterior cervical sympathetic syndrome,C05.116.900.596
"osteoarthritis, spine",C05.116.900.853.625.399
primary graft dysfunction,C14.907.725.675
osteochondrosis,C05.116.821
spinal osteochondrosis,C05.116.821.500
campomelic dysplasia,C05.660.142
tracheobronchomalacia,C05.182.895
tracheomalacia,C05.182.895.500
bronchomalacia,C05.182.895.249
laryngomalacia,C05.182.310
periodontal atrophy,C07.465.714.354
failed back surgery syndrome,C23.550.767.225
pyometra,C12.050.351.500.852.544
chronic periodontitis,C07.465.714.533.324
dysphonia,C08.360.940.325
delayed emergence from anesthesia,C23.550.767.137
adenomyoepithelioma,C04.557.435.108
lung injury,C08.381.520
acute lung injury,C08.381.520.500
ventilator-induced lung injury,C08.381.520.750
neurogenic bowel,C06.405.469.158.272.804
catheter-related infections,C01.195
macrophage activation syndrome,C20.683.515.800
"bulbo-spinal atrophy, x-linked",C10.228.854.468.399
morgellons disease,C17.800.518
delta-thalassemia,C15.378.071.141.150.875.575
farber lipogranulomatosis,C10.228.140.163.100.435.825.250
"pancreatitis, graft",C06.689.750.860
multiple pulmonary nodules,C04.588.894.797.520.237
orbital myositis,C05.651.594.728
"keratosis, actinic",C04.834.450
gray platelet syndrome,C15.378.140.427
muir-torre syndrome,C04.588.805.578.500
purpura fulminans,C15.378.100.802.230
acrocallosal syndrome,C10.500.034.500
refeeding syndrome,C18.654.521.687
primary myelofibrosis,C15.378.190.636.765
pulmonary aspergillosis,C01.150.703.080.768
invasive pulmonary aspergillosis,C01.150.703.080.768.750
small cell lung carcinoma,C04.588.894.797.520.109.220.624
meningeal carcinomatosis,C04.588.614.250.580.150
"reticuloendotheliosis, avian",C01.925.744
lynch syndrome ii,C04.700.250.500
"nevus, halo",C04.557.665.560.580
loeys-dietz syndrome,C05.660.207.532
sarcopenia,C10.597.613.612.500
vasa previa,C12.050.703.420.952
cogan syndrome,C10.292.910.299
microscopic polyangiitis,C10.228.140.300.275.600
corneal endothelial cell loss,C11.204.278
susac syndrome,C09.218.855
diffuse neurofibrillary tangles with calcification,C10.228.140.380.254
piriformis muscle syndrome,C10.668.829.500.675.399
intervertebral disc degeneration,C05.116.900.153
"asthma, aspirin-induced",C08.127.108.054
alien hand syndrome,C10.597.606.881.350.099
latent tuberculosis,C01.150.252.410.040.552.846.122
"leprosy, paucibacillary",C01.150.252.410.040.552.475.371.850
"leprosy, multibacillary",C01.150.252.410.040.552.475.371.775
commotio cordis,C14.280.067.441
slit ventricle syndrome,C23.550.767.884
"obesity, abdominal",C18.654.726.750.500.615
corpse dismemberment,C23.550.260.224.200
acute generalized exanthematous pustulosis,C17.800.174.600.174
airway remodeling,C23.300.017
erythrokeratodermia variabilis,C16.320.850.337
pagetoid reticulosis,C04.557.386.480.750.800.550.600
genu valgum,C05.116.482
genu varum,C05.116.511
colloid cysts,C04.182.199
chemical and drug induced liver injury,C06.552.100
"chemical and drug induced liver injury, chronic",C06.552.100.200
acute chest syndrome,C08.381.074
cryopyrin-associated periodic syndromes,C16.320.382.500
peritoneal fibrosis,C06.844.610
systemic vasculitis,C14.907.940.897
anti-neutrophil cytoplasmic antibody-associated vasculitis,C14.907.940.897.249
vulvodynia,C12.050.351.500.944.951
rheumatoid vasculitis,C05.550.114.154.728
hereditary autoinflammatory diseases,C16.320.382
yellow nail syndrome,C16.320.962
costello syndrome,C05.660.207.219
propionic acidemia,C16.320.565.100.823
"von willebrand disease, type 1",C15.378.100.100.900.100
"von willebrand disease, type 2",C15.378.100.100.900.200
"von willebrand disease, type 3",C15.378.100.100.900.300
silver-russell syndrome,C05.660.207.925
donohue syndrome,C05.660.207.325
prolidase deficiency,C16.131.077.735
carney complex,C04.557.450.565.550.312
monilethrix,C16.131.077.592
autoimmune lymphoproliferative syndrome,C15.604.515.138
giant axonal neuropathy,C10.500.300.490
alstrom syndrome,C10.500.300.099
netherton syndrome,C16.131.077.619
leukoencephalopathies,C10.228.140.695
"urea cycle disorders, inborn",C10.228.140.163.100.937
argininosuccinic aciduria,C10.228.140.163.100.937.124
upper extremity deep vein thrombosis,C14.907.355.830.925.885
hereditary angioedema type iii,C14.907.079.500.500
hereditary angioedema types i and ii,C14.907.079.500.750
isolated noncompaction of the ventricular myocardium,C14.240.400.660
central serous chorioretinopathy,C11.768.175
renal colic,C23.888.592.612.972
weill-marchesani syndrome,C05.116.099.343.957
contrecoup injury,C10.900.300.350.300.250
pelvic organ prolapse,C23.300.842.624
barth syndrome,C14.240.400.172
liddle syndrome,C12.050.351.968.419.815.683
euglenozoa infections,C01.610.752.300
vasoplegia,C14.907.946
anterior wall myocardial infarction,C14.280.647.500.093
inferior wall myocardial infarction,C14.280.647.500.187
laryngopharyngeal reflux,C06.405.117.119.500.484.500
thrombotic microangiopathies,C15.378.140.855.925
low tension glaucoma,C11.525.381.703
periprosthetic fractures,C26.404.550
intra-articular fractures,C26.404.505
tooth wear,C07.793.818
anetoderma,C17.300.116
eccrine porocarcinoma,C04.557.470.200.025.500
poroma,C04.557.470.035.175.588
geographic atrophy,C11.768.585.439.122
shellfish poisoning,C25.723.415.792
corneal wavefront aberration,C11.204.431
corneal perforation,C10.900.300.284.250.124.500
iridocorneal endothelial syndrome,C11.204.497
leber congenital amaurosis,C11.270.516
wet macular degeneration,C11.768.585.439.622
proteostasis deficiencies,C18.452.845
frontotemporal lobar degeneration,C10.228.140.380.266
tdp-43 proteinopathies,C10.574.950
primary progressive nonfluent aphasia,C10.228.140.380.132.600
frontotemporal dementia,C10.228.140.380.266.299
conducted energy weapon injuries,C26.324.436
eosinophilic esophagitis,C06.405.117.620.209
kashin-beck disease,C05.116.099.708.534
"brief, resolved, unexplained event",C08.618.846.600
"hyalinosis, systemic",C16.320.850.368
vascular system injuries,C14.907.937
post-exercise hypotension,C10.177.575.600.537
mirizzi syndrome,C06.130.120.135.812
vitelliform macular dystrophy,C11.768.585.439.433
lemierre syndrome,C01.150.252.400.388.350.700
"posterior capsular rupture, ocular",C11.297.500
endoleak,C14.907.055.501
anastomotic leak,C23.550.767.071
peri-implantitis,C07.465.714.282
triploidy,C23.550.210.702.500
overbite,C07.793.494.630.500
tetraploidy,C23.550.210.702.249
striae distensae,C23.888.885.800
implant capsular contracture,C23.550.470.251.500
femoracetabular impingement,C05.550.384
"anterior capsular rupture, ocular",C11.297.249
dent disease,C12.050.351.968.419.815.364
diabetic cardiomyopathies,C14.280.238.235
digital dermatitis,C01.150.252.819.180
neglected diseases,C23.550.291.890
asymptomatic diseases,C23.550.291.187
sarcoglycanopathies,C05.651.534.500.280.500
22q11 deletion syndrome,C05.660.207.103
acute kidney injury,C12.050.351.968.419.780.050
"plaque, amyloid",C23.300.821
"plaque, atherosclerotic",C23.300.823
prehypertension,C14.907.653
loose anagen hair syndrome,C17.800.329.937.122.348
birt-hogg-dube syndrome,C04.700.212
necrobiotic xanthogranuloma,C15.604.515.292.507
flea infestations,C01.610.858.211.250
tungiasis,C01.610.858.211.250.800
sister mary joseph's nodule,C04.588.033.740
asymptomatic infections,C01.125
"candidiasis, invasive",C01.150.703.160.175
candidemia,C01.150.703.160.175.500
desmoplastic small round cell tumor,C04.557.450.795.315
neointima,C23.550.722
gnathostomiasis,C01.610.335.508.700.750.380
hypertensive retinopathy,C11.768.346
capsule opacification,C11.510.245.500
eye pain,C11.300.500
retinal telangiectasis,C11.768.748
trichiasis,C11.338.912
"46, xx disorders of sex development",C12.050.351.875.253.064
"disorder of sex development, 46,xy",C12.050.351.875.253.096
walker-warburg syndrome,C10.500.507.450.499.249.500
sotos syndrome,C16.131.077.889
smith-magenis syndrome,C10.281.900
fraser syndrome,C05.116.099.370.894.819.428
retinal dystrophies,C11.768.585.658
pentalogy of cantrell,C10.500.680.705
enteropathy-associated t-cell lymphoma,C04.557.386.480.750.099
single umbilical artery,C14.240.850.976
"46, xx testicular disorders of sex development",C12.050.351.875.253.064.124
sex chromosome disorders of sex development,C12.050.351.875.253.795
echogenic bowel,C12.050.703.277.050
pyelectasis,C12.050.703.277.838
aicardi syndrome,C10.500.034.687
inhalant abuse,C25.775.467
cerebral ventriculitis,C01.207.245.169
sacroiliitis,C05.550.114.854
necrolytic migratory erythema,C17.800.551
accessory atrioventricular bundle,C23.300.190
composite lymphoma,C04.557.386.150
end stage liver disease,C06.552.308.500.177
megalencephaly,C05.660.207.536
pycnodysostosis,C05.116.099.708.779
tetrasomy,C23.550.210.050.625
chromosome duplication,C23.550.210.182
coronary-subclavian steal syndrome,C14.280.647.250.647
out-of-hospital cardiac arrest,C14.280.383.610
peripheral arterial disease,C14.907.137.126.307.500
exsanguination,C23.550.414.734
intrauterine device migration,C26.392.500.500
aberrant crypt foci,C04.834.020
iliotibial band syndrome,C26.558.554.425
charge syndrome,C11.270.147.500
osteoporotic fractures,C26.404.545
granulomatous mastitis,C12.050.703.844.603.400
inflammatory breast neoplasms,C04.588.180.576
medial tibial stress syndrome,C05.651.426
intraoperative awareness,C23.550.505.400
pythiosis,C01.610.701.844
plagiocephaly,C05.660.207.707
nociceptive pain,C23.888.592.612.720
renal nutcracker syndrome,C12.050.351.968.419.787
transient tachypnea of the newborn,C08.381.840.500.737
tachypnea,C08.618.961
otomycosis,C01.150.703.658
visceral pain,C23.888.592.612.720.500
bisphosphonate-associated osteonecrosis of the jaw,C05.116.852.087
atrophic vaginitis,C12.050.351.500.894.906.316
chilaiditi syndrome,C06.405.469.158.093
petrositis,C01.160.495.750
intra-abdominal hypertension,C05.651.180.297
brachydactyly,C05.660.585.262
cerebral small vessel diseases,C10.228.140.300.275
cardio-renal syndrome,C12.050.351.968.419.780.400
peripheral nerve injuries,C10.668.829.712
chronic pain,C23.888.592.612.274
musculoskeletal pain,C05.651.538
"asthma, occupational",C08.127.108.495
pott puffy tumor,C01.160.495.875
mastodynia,C23.888.592.612.530
pelvic girdle pain,C23.888.592.612.547.500
breakthrough pain,C23.888.592.612.191
pinguecula,C11.187.631
"stroke, lacunar",C10.228.140.300.275.800
lower urinary tract symptoms,C23.888.942.343
intraabdominal infections,C01.463
anhedonia,C10.597.606.057
heterotaxy syndrome,C14.240.400.592
white coat hypertension,C14.907.489.907
masked hypertension,C14.907.489.861
supraglottitis,C01.748.798
"paraneoplastic syndromes, ocular",C04.588.364.738
polydipsia,C23.550.759
"polydipsia, psychogenic",C23.550.759.500
laryngocele,C08.360.549
aliivibrio infections,C01.150.252.400.050
abnormal karyotype,C23.550.210.024
acute pain,C23.888.592.612.081
kasabach-merritt syndrome,C04.557.645.375.617
"endocarditis, non-infective",C14.280.282.703
pelvic floor disorders,C12.050.351.625
slipped capital femoral epiphyses,C05.116.099.708.928
"angina, stable",C14.280.647.187.362
occupational injuries,C26.716
coinfection,C01.218
lobomycosis,C01.150.703.302.475
cerebral phaeohyphomycosis,C01.150.703.302.383.375
anti-n-methyl-d-aspartate receptor encephalitis,C04.588.614.550.112
artificial lens implant migration,C11.510.174
phaeohyphomycosis,C01.150.703.726
disease resistance,C23.550.291.671
ophthalmoplegic migraine,C10.228.140.546.399.750.725
alternariosis,C01.150.703.302.383.125
pudendal neuralgia,C10.668.829.550.650
fusariosis,C01.150.703.302.383.500
trichosporonosis,C01.150.703.875
hyalohyphomycosis,C01.150.703.302.383
dyscalculia,C10.597.606.150.550.099
uterine retroversion,C12.050.351.500.852.900
reproductive tract infections,C01.730
bone anteversion,C05.116.214.500
bone retroversion,C05.116.214.750
hand-foot syndrome,C17.800.174.600.587
coxa vara,C05.116.214.500.500
coxa valga,C05.116.214.750.500
agenesis of corpus callosum,C10.500.034
vascular calcification,C18.452.174.130.780
neoplasm micrometastasis,C04.697.650.695
olfactory nerve injuries,C10.292.200.687
oculomotor nerve injuries,C10.292.200.656
trigeminal nerve injuries,C07.465.299.625.500.349
lingual nerve injuries,C07.465.299.625.500.349.500
vagus nerve injuries,C10.292.200.937
laryngeal nerve injuries,C08.360.424
recurrent laryngeal nerve injuries,C08.360.424.500
accessory nerve injuries,C10.292.175.500
hypoglossal nerve injuries,C10.292.200.562
trochlear nerve injuries,C10.292.200.906
nasal septal perforation,C08.460.595
vestibulocochlear nerve injuries,C09.218.807.800.918
glossopharyngeal nerve injuries,C10.292.200.531
hereditary breast and ovarian cancer syndrome,C04.588.180.483
chlamydial pneumonia,C01.150.252.400.210.125.123
premature ejaculation,C12.100.500.530
organophosphate poisoning,C25.723.717
alice in wonderland syndrome,C10.228.140.546.399.750.124
linear iga bullous dermatosis,C17.800.865.622
may-thurner syndrome,C14.240.850.906
cystadenofibroma,C04.557.450.565.590.595.050.500
steatocystoma multiplex,C16.131.831.350.856.500
buschke-lowenstein tumor,C01.221.812.640.220.500
lipoblastoma,C04.557.450.550.400.500
prodromal symptoms,C23.888.672
drug overdose,C25.775.383
adenomyosis,C12.050.351.500.852.113
non-filarial lymphedema,C15.604.496.660
parental death,C23.550.260.730
maternal death,C12.050.703.401
dentofacial deformities,C05.660.207.540.229
retrognathia,C05.500.460.827
"pregnancy, heterotopic",C12.050.703.733.650
pneumorrhachis,C10.228.854.583
myringosclerosis,C09.218.636
binge drinking,C25.775.100.437
respiratory aspiration of gastric contents,C06.405.117.119.500.484.500.500
acanthocheilonemiasis,C01.610.335.508.700.750.361.137
carcinogenesis,C04.697.098
fetal alcohol spectrum disorders,C12.050.703.277.220
"rickets, hypophosphatemic",C05.116.198.816.875
bland white garland syndrome,C14.240.400.210.249
pediatric obesity,C18.654.726.750.500.720
myalgia,C05.651.542
dandruff,C17.800.174.146
drug hypersensitivity syndrome,C17.800.174.600.262
collagenous sprue,C06.405.469.637.378
intraocular lymphoma,C04.557.386.435
nodding syndrome,C10.228.140.490.375.525
"prostatic neoplasms, castration-resistant",C04.588.945.440.770.500
chemotherapy-induced febrile neutropenia,C15.378.553.546.184.564.750.500
febrile neutropenia,C15.378.553.546.184.564.750
hypertriglyceridemic waist,C18.452.584.500.500.851.875
ankle fractures,C26.404.014
chemically-induced disorders,C25
drug-related side effects and adverse reactions,C25.100
vocal cord dysfunction,C08.360.895
triple negative breast neoplasms,C04.588.180.788
retrocaval ureter,C12.050.351.875.811
atrial remodeling,C23.300.052
teratogenesis,C23.550.863
dysbiosis,C23.550.308
anticholinergic syndrome,C25.100.311
tick bites,C25.723.127.789
scorpion stings,C25.723.127.142
lipedema,C17.300.451
nicolau syndrome,C17.800.174.600.693
sepsis-associated encephalopathy,C10.228.140.807
"pregnancy, interstitial",C12.050.703.733.703.500
"pregnancy, angular",C12.050.703.733.619
"pregnancy, ovarian",C12.050.703.733.661
"pregnancy, cornual",C12.050.703.733.640
transfusion reaction,C15.378.962
acute-on-chronic liver failure,C06.552.308.500.750.249
corneal injuries,C10.900.300.284.250.124
morphological and microscopic findings,C23.149
squamous intraepithelial lesions of the cervix,C04.834.818.500
adenocarcinoma in situ,C04.557.470.200.025.014
premenstrual dysphoric disorder,C23.550.568.968.500
metabolic side effects of drugs and substances,C25.100.812
non-alcoholic fatty liver disease,C06.552.241.519
familial primary pulmonary hypertension,C08.381.423.300
"hernias, diaphragmatic, congenital",C16.131.433
"rhinitis, allergic",C08.460.799.315
chikungunya fever,C01.920.500.078.184
